basis,created_at,created_by_id,place_a_id,place_b_id,task_id,updated_at
imported,2024-05-31,2,5569700,7258535,NULL,2024-05-31
imported,2024-05-31,2,5870601,6368649,NULL,2024-05-31
imported,2024-05-31,2,4797226,86898,NULL,2024-05-31
imported,2024-05-31,2,5809450,89195,NULL,2024-05-31
imported,2024-05-31,2,86722,6371897,NULL,2024-05-31
imported,2024-05-31,2,87075,87074,NULL,2024-05-31
imported,2024-05-31,2,5160829,7248986,NULL,2024-05-31
imported,2024-05-31,2,87222,6372722,NULL,2024-05-31
imported,2024-05-31,2,85985,13384983,NULL,2024-05-31
imported,2024-05-31,2,5263521,7689790,NULL,2024-05-31
imported,2024-05-31,2,5237054,83887,NULL,2024-05-31
imported,2024-05-31,2,128839,81267,NULL,2024-05-31
imported,2024-05-31,2,227706,87223,NULL,2024-05-31
imported,2024-05-31,2,4479350,7228783,NULL,2024-05-31
imported,2024-05-31,2,173020,172560,NULL,2024-05-31
imported,2024-05-31,2,5421281,6368368,NULL,2024-05-31
imported,2024-05-31,2,227655,5765083,NULL,2024-05-31
imported,2024-05-31,2,4485779,6370840,NULL,2024-05-31
imported,2024-05-31,2,7687819,14157239,NULL,2024-05-31
imported,2024-05-31,2,4720714,8136022,NULL,2024-05-31
imported,2024-05-31,2,4562964,6373999,NULL,2024-05-31
imported,2024-05-31,2,2488337,14155738,NULL,2024-05-31
imported,2024-05-31,2,6375358,7691256,NULL,2024-05-31
imported,2024-05-31,2,6222999,7686780,NULL,2024-05-31
imported,2024-05-31,2,4971985,7256967,NULL,2024-05-31
imported,2024-05-31,2,6183880,7687447,NULL,2024-05-31
imported,2024-05-31,2,82006,5290433,NULL,2024-05-31
imported,2024-05-31,2,84301,7687353,NULL,2024-05-31
imported,2024-05-31,2,5828208,7619247,NULL,2024-05-31
imported,2024-05-31,2,6371749,6692092,NULL,2024-05-31
imported,2024-05-31,2,5973999,7240865,NULL,2024-05-31
imported,2024-05-31,2,4620484,7236782,NULL,2024-05-31
imported,2024-05-31,2,86358,12925989,NULL,2024-05-31
imported,2024-05-31,2,4611739,14154521,NULL,2024-05-31
imported,2024-05-31,2,5148779,14004504,NULL,2024-05-31
imported,2024-05-31,2,6368536,7131845,NULL,2024-05-31
imported,2024-05-31,2,5206130,82631,NULL,2024-05-31
imported,2024-05-31,2,6152886,7799218,NULL,2024-05-31
imported,2024-05-31,2,4682759,7231945,NULL,2024-05-31
imported,2024-05-31,2,6370332,7689400,NULL,2024-05-31
imported,2024-05-31,2,227691,81978,NULL,2024-05-31
imported,2024-05-31,2,6073083,7241704,NULL,2024-05-31
imported,2024-05-31,2,227630,83638,NULL,2024-05-31
imported,2024-05-31,2,6455150,6455163,NULL,2024-05-31
imported,2024-05-31,2,6450275,12971763,NULL,2024-05-31
imported,2024-05-31,2,6373457,6369626,NULL,2024-05-31
imported,2024-05-31,2,4741137,7686637,NULL,2024-05-31
imported,2024-05-31,2,12608245,14181883,NULL,2024-05-31
imported,2024-05-31,2,7143004,7860765,NULL,2024-05-31
imported,2024-05-31,2,4594311,88543,NULL,2024-05-31
imported,2024-05-31,2,5267238,7238711,NULL,2024-05-31
imported,2024-05-31,2,89986,7691092,NULL,2024-05-31
imported,2024-05-31,2,4482700,12768237,NULL,2024-05-31
imported,2024-05-31,2,5887075,7610142,NULL,2024-05-31
imported,2024-05-31,2,7687287,13427896,NULL,2024-05-31
imported,2024-05-31,2,5000043,7235709,NULL,2024-05-31
imported,2024-05-31,2,227712,6371970,NULL,2024-05-31
imported,2024-05-31,2,5307850,6370499,NULL,2024-05-31
imported,2024-05-31,2,7691806,14154552,NULL,2024-05-31
imported,2024-05-31,2,6176786,7860923,NULL,2024-05-31
imported,2024-05-31,2,7554879,7685644,NULL,2024-05-31
imported,2024-05-31,2,6205672,6373770,NULL,2024-05-31
imported,2024-05-31,2,5182218,7260182,NULL,2024-05-31
imported,2024-05-31,2,227628,5951984,NULL,2024-05-31
imported,2024-05-31,2,81514,7685423,NULL,2024-05-31
imported,2024-05-31,2,6202438,14172578,NULL,2024-05-31
imported,2024-05-31,2,81228,81229,NULL,2024-05-31
imported,2024-05-31,2,5134737,6375174,NULL,2024-05-31
imported,2024-05-31,2,6375316,86465,NULL,2024-05-31
imported,2024-05-31,2,5996274,7261268,NULL,2024-05-31
imported,2024-05-31,2,5622063,7689806,NULL,2024-05-31
imported,2024-05-31,2,5395898,6367893,NULL,2024-05-31
imported,2024-05-31,2,6369266,7861610,NULL,2024-05-31
imported,2024-05-31,2,6193634,7247651,NULL,2024-05-31
imported,2024-05-31,2,6368924,7861575,NULL,2024-05-31
imported,2024-05-31,2,5331347,7231577,NULL,2024-05-31
imported,2024-05-31,2,2487422,5746782,NULL,2024-05-31
imported,2024-05-31,2,5629262,83414,NULL,2024-05-31
imported,2024-05-31,2,6206939,7227183,NULL,2024-05-31
imported,2024-05-31,2,4513380,7261199,NULL,2024-05-31
imported,2024-05-31,2,5590946,7255799,NULL,2024-05-31
imported,2024-05-31,2,5646246,86874,NULL,2024-05-31
imported,2024-05-31,2,4613590,7262113,NULL,2024-05-31
imported,2024-05-31,2,5359000,7249190,NULL,2024-05-31
imported,2024-05-31,2,6066153,7234616,NULL,2024-05-31
imported,2024-05-31,2,6237334,7836466,NULL,2024-05-31
imported,2024-05-31,2,6468688,7686887,NULL,2024-05-31
imported,2024-05-31,2,5912538,85067,NULL,2024-05-31
imported,2024-05-31,2,6369267,7690277,NULL,2024-05-31
imported,2024-05-31,2,14174993,7553376,NULL,2024-05-31
imported,2024-05-31,2,5112690,7239967,NULL,2024-05-31
imported,2024-05-31,2,4608481,14158616,NULL,2024-05-31
imported,2024-05-31,2,2486693,84359,NULL,2024-05-31
imported,2024-05-31,2,6148950,6370289,NULL,2024-05-31
imported,2024-05-31,2,4821831,8110947,NULL,2024-05-31
imported,2024-05-31,2,6373101,14257286,NULL,2024-05-31
imported,2024-05-31,2,5993085,6983060,NULL,2024-05-31
imported,2024-05-31,2,6137634,6373521,NULL,2024-05-31
imported,2024-05-31,2,14027359,7685590,NULL,2024-05-31
imported,2024-05-31,2,4740488,7238621,NULL,2024-05-31
imported,2024-05-31,2,88273,6368532,NULL,2024-05-31
imported,2024-05-31,2,5160352,6370060,NULL,2024-05-31
imported,2024-05-31,2,13468888,7690524,NULL,2024-05-31
imported,2024-05-31,2,5464935,7228985,NULL,2024-05-31
imported,2024-05-31,2,89011,7690435,NULL,2024-05-31
imported,2024-05-31,2,4852021,7253874,NULL,2024-05-31
imported,2024-05-31,2,2487401,5332932,NULL,2024-05-31
imported,2024-05-31,2,89007,7554922,NULL,2024-05-31
imported,2024-05-31,2,14155213,7690023,NULL,2024-05-31
imported,2024-05-31,2,7798359,7798376,NULL,2024-05-31
imported,2024-05-31,2,5527794,7253726,NULL,2024-05-31
imported,2024-05-31,2,5388915,7861568,NULL,2024-05-31
imported,2024-05-31,2,5804654,7231195,NULL,2024-05-31
imported,2024-05-31,2,5435453,7685262,NULL,2024-05-31
imported,2024-05-31,2,86200,6375093,NULL,2024-05-31
imported,2024-05-31,2,5124295,7607742,NULL,2024-05-31
imported,2024-05-31,2,5853360,7260227,NULL,2024-05-31
imported,2024-05-31,2,127214,6368845,NULL,2024-05-31
imported,2024-05-31,2,4991296,7261726,NULL,2024-05-31
imported,2024-05-31,2,5352486,7235913,NULL,2024-05-31
imported,2024-05-31,2,2487552,6453298,NULL,2024-05-31
imported,2024-05-31,2,7689594,13317737,NULL,2024-05-31
imported,2024-05-31,2,4565948,6369563,NULL,2024-05-31
imported,2024-05-31,2,6372647,12787945,NULL,2024-05-31
imported,2024-05-31,2,6374310,6369852,NULL,2024-05-31
imported,2024-05-31,2,7685045,7861399,NULL,2024-05-31
imported,2024-05-31,2,12345716,7554894,NULL,2024-05-31
imported,2024-05-31,2,6188199,6373471,NULL,2024-05-31
imported,2024-05-31,2,5520801,7245302,NULL,2024-05-31
imported,2024-05-31,2,5664936,85645,NULL,2024-05-31
imported,2024-05-31,2,5105914,7241562,NULL,2024-05-31
imported,2024-05-31,2,6240679,89830,NULL,2024-05-31
imported,2024-05-31,2,6371093,6373597,NULL,2024-05-31
imported,2024-05-31,2,6375244,7685066,NULL,2024-05-31
imported,2024-05-31,2,6176982,6370703,NULL,2024-05-31
imported,2024-05-31,2,7686174,84552,NULL,2024-05-31
imported,2024-05-31,2,4880030,7240480,NULL,2024-05-31
imported,2024-05-31,2,2487371,4548325,NULL,2024-05-31
imported,2024-05-31,2,6235125,7257301,NULL,2024-05-31
imported,2024-05-31,2,4873687,7235101,NULL,2024-05-31
imported,2024-05-31,2,7243794,7258848,NULL,2024-05-31
imported,2024-05-31,2,5174029,91012,NULL,2024-05-31
imported,2024-05-31,2,6181491,7690790,NULL,2024-05-31
imported,2024-05-31,2,5312095,13413925,NULL,2024-05-31
imported,2024-05-31,2,5840786,7242786,NULL,2024-05-31
imported,2024-05-31,2,5965749,6368546,NULL,2024-05-31
imported,2024-05-31,2,6131653,13716175,NULL,2024-05-31
imported,2024-05-31,2,83314,12781899,NULL,2024-05-31
imported,2024-05-31,2,7638472,7638473,NULL,2024-05-31
imported,2024-05-31,2,5655295,14153320,NULL,2024-05-31
imported,2024-05-31,2,228034,7137829,NULL,2024-05-31
imported,2024-05-31,2,88743,88770,NULL,2024-05-31
imported,2024-05-31,2,5729265,13142027,NULL,2024-05-31
imported,2024-05-31,2,170023,170023,NULL,2024-05-31
imported,2024-05-31,2,174099,7610269,NULL,2024-05-31
imported,2024-05-31,2,2486690,90490,NULL,2024-05-31
imported,2024-05-31,2,87937,7554905,NULL,2024-05-31
imported,2024-05-31,2,5692008,6374673,NULL,2024-05-31
imported,2024-05-31,2,2486747,91110,NULL,2024-05-31
imported,2024-05-31,2,5867634,7233273,NULL,2024-05-31
imported,2024-05-31,2,5232974,7228937,NULL,2024-05-31
imported,2024-05-31,2,81610,6368244,NULL,2024-05-31
imported,2024-05-31,2,4717199,13283674,NULL,2024-05-31
imported,2024-05-31,2,12950907,90848,NULL,2024-05-31
imported,2024-05-31,2,4514817,7242290,NULL,2024-05-31
imported,2024-05-31,2,227751,7689286,NULL,2024-05-31
imported,2024-05-31,2,14168151,7690513,NULL,2024-05-31
imported,2024-05-31,2,81356,7685306,NULL,2024-05-31
imported,2024-05-31,2,5316170,7228567,NULL,2024-05-31
imported,2024-05-31,2,5557327,7236036,NULL,2024-05-31
imported,2024-05-31,2,5868964,7246245,NULL,2024-05-31
imported,2024-05-31,2,5668031,7599761,NULL,2024-05-31
imported,2024-05-31,2,6074088,7259743,NULL,2024-05-31
imported,2024-05-31,2,7687522,13892975,NULL,2024-05-31
imported,2024-05-31,2,5976145,13748210,NULL,2024-05-31
imported,2024-05-31,2,7686780,12964654,NULL,2024-05-31
imported,2024-05-31,2,4864699,7230342,NULL,2024-05-31
imported,2024-05-31,2,5814021,84204,NULL,2024-05-31
imported,2024-05-31,2,14162541,89011,NULL,2024-05-31
imported,2024-05-31,2,6030305,7238438,NULL,2024-05-31
imported,2024-05-31,2,4646288,7690273,NULL,2024-05-31
imported,2024-05-31,2,5997794,7687965,NULL,2024-05-31
imported,2024-05-31,2,82293,12345830,NULL,2024-05-31
imported,2024-05-31,2,14167926,7686720,NULL,2024-05-31
imported,2024-05-31,2,2486656,7137185,NULL,2024-05-31
imported,2024-05-31,2,5757220,7691591,NULL,2024-05-31
imported,2024-05-31,2,6152990,7690894,NULL,2024-05-31
imported,2024-05-31,2,4997019,14160184,NULL,2024-05-31
imported,2024-05-31,2,4976242,7688061,NULL,2024-05-31
imported,2024-05-31,2,86285,6368896,NULL,2024-05-31
imported,2024-05-31,2,12346146,5171238,NULL,2024-05-31
imported,2024-05-31,2,4517420,8064485,NULL,2024-05-31
imported,2024-05-31,2,6036193,7246904,NULL,2024-05-31
imported,2024-05-31,2,5315015,6374899,NULL,2024-05-31
imported,2024-05-31,2,5791977,7686930,NULL,2024-05-31
imported,2024-05-31,2,4944091,7240994,NULL,2024-05-31
imported,2024-05-31,2,4825210,6370543,NULL,2024-05-31
imported,2024-05-31,2,5133787,7250595,NULL,2024-05-31
imported,2024-05-31,2,5013610,7246554,NULL,2024-05-31
imported,2024-05-31,2,14169636,14169637,NULL,2024-05-31
imported,2024-05-31,2,4576959,7248436,NULL,2024-05-31
imported,2024-05-31,2,4494589,7241318,NULL,2024-05-31
imported,2024-05-31,2,4518113,13323293,NULL,2024-05-31
imported,2024-05-31,2,5555817,7247148,NULL,2024-05-31
imported,2024-05-31,2,5427838,87554,NULL,2024-05-31
imported,2024-05-31,2,6371778,7137345,NULL,2024-05-31
imported,2024-05-31,2,5139391,7227637,NULL,2024-05-31
imported,2024-05-31,2,6245586,7686547,NULL,2024-05-31
imported,2024-05-31,2,6369532,13410240,NULL,2024-05-31
imported,2024-05-31,2,5321663,6375288,NULL,2024-05-31
imported,2024-05-31,2,4508527,7243450,NULL,2024-05-31
imported,2024-05-31,2,6072488,7227640,NULL,2024-05-31
imported,2024-05-31,2,6374222,13490149,NULL,2024-05-31
imported,2024-05-31,2,5538300,6370153,NULL,2024-05-31
imported,2024-05-31,2,6468653,90888,NULL,2024-05-31
imported,2024-05-31,2,5153741,7229255,NULL,2024-05-31
imported,2024-05-31,2,2487255,5927159,NULL,2024-05-31
imported,2024-05-31,2,4672251,6368216,NULL,2024-05-31
imported,2024-05-31,2,5340307,7690550,NULL,2024-05-31
imported,2024-05-31,2,6024623,6370116,NULL,2024-05-31
imported,2024-05-31,2,5134045,7247553,NULL,2024-05-31
imported,2024-05-31,2,4686635,81308,NULL,2024-05-31
imported,2024-05-31,2,5640112,7253745,NULL,2024-05-31
imported,2024-05-31,2,6247709,7690535,NULL,2024-05-31
imported,2024-05-31,2,6371798,14027357,NULL,2024-05-31
imported,2024-05-31,2,6375322,7688139,NULL,2024-05-31
imported,2024-05-31,2,14174693,6375290,NULL,2024-05-31
imported,2024-05-31,2,4811835,6373618,NULL,2024-05-31
imported,2024-05-31,2,89141,13364337,NULL,2024-05-31
imported,2024-05-31,2,88324,7554890,NULL,2024-05-31
imported,2024-05-31,2,4887917,7256918,NULL,2024-05-31
imported,2024-05-31,2,4793735,6370458,NULL,2024-05-31
imported,2024-05-31,2,6150435,7232618,NULL,2024-05-31
imported,2024-05-31,2,12957656,7685183,NULL,2024-05-31
imported,2024-05-31,2,4973349,14174821,NULL,2024-05-31
imported,2024-05-31,2,12534798,7686965,NULL,2024-05-31
imported,2024-05-31,2,5054249,7246788,NULL,2024-05-31
imported,2024-05-31,2,5789832,7235498,NULL,2024-05-31
imported,2024-05-31,2,81385,6373637,NULL,2024-05-31
imported,2024-05-31,2,5994924,7254601,NULL,2024-05-31
imported,2024-05-31,2,5691168,7238264,NULL,2024-05-31
imported,2024-05-31,2,7687351,13346263,NULL,2024-05-31
imported,2024-05-31,2,6369063,7554896,NULL,2024-05-31
imported,2024-05-31,2,13290431,6368780,NULL,2024-05-31
imported,2024-05-31,2,83640,83623,NULL,2024-05-31
imported,2024-05-31,2,227849,6375327,NULL,2024-05-31
imported,2024-05-31,2,4561435,6372878,NULL,2024-05-31
imported,2024-05-31,2,2487616,4699946,NULL,2024-05-31
imported,2024-05-31,2,227613,88962,NULL,2024-05-31
imported,2024-05-31,2,7689584,13627919,NULL,2024-05-31
imported,2024-05-31,2,4937132,7691701,NULL,2024-05-31
imported,2024-05-31,2,4507522,7243027,NULL,2024-05-31
imported,2024-05-31,2,6076410,6373934,NULL,2024-05-31
imported,2024-05-31,2,86502,86501,NULL,2024-05-31
imported,2024-05-31,2,5411052,90330,NULL,2024-05-31
imported,2024-05-31,2,14192148,14192074,NULL,2024-05-31
imported,2024-05-31,2,4675975,7261330,NULL,2024-05-31
imported,2024-05-31,2,4711316,7254824,NULL,2024-05-31
imported,2024-05-31,2,4543457,7256682,NULL,2024-05-31
imported,2024-05-31,2,81794,6370437,NULL,2024-05-31
imported,2024-05-31,2,5823568,6983013,NULL,2024-05-31
imported,2024-05-31,2,85219,6373768,NULL,2024-05-31
imported,2024-05-31,2,13561525,6371475,NULL,2024-05-31
imported,2024-05-31,2,5776099,7245071,NULL,2024-05-31
imported,2024-05-31,2,4803362,7250247,NULL,2024-05-31
imported,2024-05-31,2,5778113,6373021,NULL,2024-05-31
imported,2024-05-31,2,4772430,6370713,NULL,2024-05-31
imported,2024-05-31,2,4489452,7828228,NULL,2024-05-31
imported,2024-05-31,2,4894907,7237316,NULL,2024-05-31
imported,2024-05-31,2,12346011,6372599,NULL,2024-05-31
imported,2024-05-31,2,4922594,7252707,NULL,2024-05-31
imported,2024-05-31,2,90802,7691497,NULL,2024-05-31
imported,2024-05-31,2,6169590,7686378,NULL,2024-05-31
imported,2024-05-31,2,85453,7688070,NULL,2024-05-31
imported,2024-05-31,2,6371040,13500565,NULL,2024-05-31
imported,2024-05-31,2,7674457,7680002,NULL,2024-05-31
imported,2024-05-31,2,4864229,14158578,NULL,2024-05-31
imported,2024-05-31,2,5236898,84548,NULL,2024-05-31
imported,2024-05-31,2,6375332,7689043,NULL,2024-05-31
imported,2024-05-31,2,5258227,13988125,NULL,2024-05-31
imported,2024-05-31,2,7686885,13266551,NULL,2024-05-31
imported,2024-05-31,2,87252,87253,NULL,2024-05-31
imported,2024-05-31,2,5350250,7691978,NULL,2024-05-31
imported,2024-05-31,2,4934081,13528759,NULL,2024-05-31
imported,2024-05-31,2,83712,81849,NULL,2024-05-31
imported,2024-05-31,2,87622,6450034,NULL,2024-05-31
imported,2024-05-31,2,5153213,6373778,NULL,2024-05-31
imported,2024-05-31,2,14114737,6370743,NULL,2024-05-31
imported,2024-05-31,2,4754242,7231111,NULL,2024-05-31
imported,2024-05-31,2,82633,14260062,NULL,2024-05-31
imported,2024-05-31,2,4902419,7689413,NULL,2024-05-31
imported,2024-05-31,2,4801762,7258950,NULL,2024-05-31
imported,2024-05-31,2,81789,12346263,NULL,2024-05-31
imported,2024-05-31,2,5272511,14260310,NULL,2024-05-31
imported,2024-05-31,2,4747741,6469253,NULL,2024-05-31
imported,2024-05-31,2,85871,12506696,NULL,2024-05-31
imported,2024-05-31,2,5827221,6370816,NULL,2024-05-31
imported,2024-05-31,2,5358350,7248363,NULL,2024-05-31
imported,2024-05-31,2,5364263,6370429,NULL,2024-05-31
imported,2024-05-31,2,4536494,14190681,NULL,2024-05-31
imported,2024-05-31,2,12760687,7688582,NULL,2024-05-31
imported,2024-05-31,2,4650390,82548,NULL,2024-05-31
imported,2024-05-31,2,6369124,6369124,NULL,2024-05-31
imported,2024-05-31,2,7555042,14178628,NULL,2024-05-31
imported,2024-05-31,2,4446633,12345859,NULL,2024-05-31
imported,2024-05-31,2,87362,14257840,NULL,2024-05-31
imported,2024-05-31,2,85614,14190735,NULL,2024-05-31
imported,2024-05-31,2,6373405,6369843,NULL,2024-05-31
imported,2024-05-31,2,14158335,7686578,NULL,2024-05-31
imported,2024-05-31,2,81517,7690981,NULL,2024-05-31
imported,2024-05-31,2,88246,6368843,NULL,2024-05-31
imported,2024-05-31,2,4889382,86490,NULL,2024-05-31
imported,2024-05-31,2,5870312,8131910,NULL,2024-05-31
imported,2024-05-31,2,5720167,7225301,NULL,2024-05-31
imported,2024-05-31,2,14153017,7690033,NULL,2024-05-31
imported,2024-05-31,2,4471212,90908,NULL,2024-05-31
imported,2024-05-31,2,4822209,88273,NULL,2024-05-31
imported,2024-05-31,2,6124081,6371842,NULL,2024-05-31
imported,2024-05-31,2,227818,13406855,NULL,2024-05-31
imported,2024-05-31,2,88660,14153004,NULL,2024-05-31
imported,2024-05-31,2,4507746,7233810,NULL,2024-05-31
imported,2024-05-31,2,2487624,88094,NULL,2024-05-31
imported,2024-05-31,2,5933338,6370598,NULL,2024-05-31
imported,2024-05-31,2,6371556,6369978,NULL,2024-05-31
imported,2024-05-31,2,87016,7689083,NULL,2024-05-31
imported,2024-05-31,2,6373333,7691922,NULL,2024-05-31
imported,2024-05-31,2,6207490,7245942,NULL,2024-05-31
imported,2024-05-31,2,4696266,6374953,NULL,2024-05-31
imported,2024-05-31,2,5965675,83459,NULL,2024-05-31
imported,2024-05-31,2,4733117,7254461,NULL,2024-05-31
imported,2024-05-31,2,6368301,7861528,NULL,2024-05-31
imported,2024-05-31,2,7687166,7610291,NULL,2024-05-31
imported,2024-05-31,2,227767,4811478,NULL,2024-05-31
imported,2024-05-31,2,5757216,6368139,NULL,2024-05-31
imported,2024-05-31,2,14174952,14114347,NULL,2024-05-31
imported,2024-05-31,2,227907,7861757,NULL,2024-05-31
imported,2024-05-31,2,89271,12620131,NULL,2024-05-31
imported,2024-05-31,2,4562376,7235304,NULL,2024-05-31
imported,2024-05-31,2,5813933,8130190,NULL,2024-05-31
imported,2024-05-31,2,14166461,7690224,NULL,2024-05-31
imported,2024-05-31,2,5345357,7238736,NULL,2024-05-31
imported,2024-05-31,2,4759177,6374238,NULL,2024-05-31
imported,2024-05-31,2,87303,6454581,NULL,2024-05-31
imported,2024-05-31,2,4538438,83535,NULL,2024-05-31
imported,2024-05-31,2,6144427,7249436,NULL,2024-05-31
imported,2024-05-31,2,6460630,7685341,NULL,2024-05-31
imported,2024-05-31,2,4863904,7597120,NULL,2024-05-31
imported,2024-05-31,2,6135396,7223039,NULL,2024-05-31
imported,2024-05-31,2,6012103,7685911,NULL,2024-05-31
imported,2024-05-31,2,5523292,7686414,NULL,2024-05-31
imported,2024-05-31,2,6455099,7554933,NULL,2024-05-31
imported,2024-05-31,2,6375149,6375149,NULL,2024-05-31
imported,2024-05-31,2,5259723,7255543,NULL,2024-05-31
imported,2024-05-31,2,4769943,87906,NULL,2024-05-31
imported,2024-05-31,2,2487442,6372551,NULL,2024-05-31
imported,2024-05-31,2,5512342,6368669,NULL,2024-05-31
imported,2024-05-31,2,5983798,7137281,NULL,2024-05-31
imported,2024-05-31,2,6374807,85778,NULL,2024-05-31
imported,2024-05-31,2,227913,5178203,NULL,2024-05-31
imported,2024-05-31,2,87729,81014,NULL,2024-05-31
imported,2024-05-31,2,85389,12347269,NULL,2024-05-31
imported,2024-05-31,2,5376349,6373189,NULL,2024-05-31
imported,2024-05-31,2,83843,7687010,NULL,2024-05-31
imported,2024-05-31,2,2487599,7688380,NULL,2024-05-31
imported,2024-05-31,2,6110731,12817211,NULL,2024-05-31
imported,2024-05-31,2,6234395,7231654,NULL,2024-05-31
imported,2024-05-31,2,14036527,7137478,NULL,2024-05-31
imported,2024-05-31,2,5084438,7256214,NULL,2024-05-31
imported,2024-05-31,2,88207,6368543,NULL,2024-05-31
imported,2024-05-31,2,86480,6367947,NULL,2024-05-31
imported,2024-05-31,2,12975510,12975510,NULL,2024-05-31
imported,2024-05-31,2,86976,86489,NULL,2024-05-31
imported,2024-05-31,2,6368452,7555086,NULL,2024-05-31
imported,2024-05-31,2,4980166,7685222,NULL,2024-05-31
imported,2024-05-31,2,88986,7690414,NULL,2024-05-31
imported,2024-05-31,2,87431,124724,NULL,2024-05-31
imported,2024-05-31,2,5352837,7243812,NULL,2024-05-31
imported,2024-05-31,2,6135404,7233004,NULL,2024-05-31
imported,2024-05-31,2,87281,6369312,NULL,2024-05-31
imported,2024-05-31,2,80984,7685035,NULL,2024-05-31
imported,2024-05-31,2,5945300,7256504,NULL,2024-05-31
imported,2024-05-31,2,6368546,7689473,NULL,2024-05-31
imported,2024-05-31,2,7867303,7867319,NULL,2024-05-31
imported,2024-05-31,2,4569609,7689485,NULL,2024-05-31
imported,2024-05-31,2,6194817,89400,NULL,2024-05-31
imported,2024-05-31,2,6248612,7255687,NULL,2024-05-31
imported,2024-05-31,2,2487507,4624734,NULL,2024-05-31
imported,2024-05-31,2,5006060,7254244,NULL,2024-05-31
imported,2024-05-31,2,5152724,90646,NULL,2024-05-31
imported,2024-05-31,2,5026474,7230866,NULL,2024-05-31
imported,2024-05-31,2,7690559,13294409,NULL,2024-05-31
imported,2024-05-31,2,5937573,7232045,NULL,2024-05-31
imported,2024-05-31,2,5568585,6982840,NULL,2024-05-31
imported,2024-05-31,2,4738450,7691856,NULL,2024-05-31
imported,2024-05-31,2,6367899,6375171,NULL,2024-05-31
imported,2024-05-31,2,4710421,7258658,NULL,2024-05-31
imported,2024-05-31,2,7555087,7555087,NULL,2024-05-31
imported,2024-05-31,2,5404699,13985120,NULL,2024-05-31
imported,2024-05-31,2,5993639,7605468,NULL,2024-05-31
imported,2024-05-31,2,5500861,7260798,NULL,2024-05-31
imported,2024-05-31,2,12346814,12346816,NULL,2024-05-31
imported,2024-05-31,2,6455664,7689739,NULL,2024-05-31
imported,2024-05-31,2,89388,89388,NULL,2024-05-31
imported,2024-05-31,2,6368579,12930741,NULL,2024-05-31
imported,2024-05-31,2,2487493,5284040,NULL,2024-05-31
imported,2024-05-31,2,5600499,7687036,NULL,2024-05-31
imported,2024-05-31,2,5399839,6374978,NULL,2024-05-31
imported,2024-05-31,2,5845963,6372543,NULL,2024-05-31
imported,2024-05-31,2,6125660,12867376,NULL,2024-05-31
imported,2024-05-31,2,6368905,12923833,NULL,2024-05-31
imported,2024-05-31,2,139624,14172579,NULL,2024-05-31
imported,2024-05-31,2,5916359,7250990,NULL,2024-05-31
imported,2024-05-31,2,14146931,7686536,NULL,2024-05-31
imported,2024-05-31,2,4907941,7226822,NULL,2024-05-31
imported,2024-05-31,2,4640846,7249235,NULL,2024-05-31
imported,2024-05-31,2,5760440,6370684,NULL,2024-05-31
imported,2024-05-31,2,5075455,7258780,NULL,2024-05-31
imported,2024-05-31,2,4671563,7686077,NULL,2024-05-31
imported,2024-05-31,2,12862426,7685729,NULL,2024-05-31
imported,2024-05-31,2,5842760,7691654,NULL,2024-05-31
imported,2024-05-31,2,14160879,14160879,NULL,2024-05-31
imported,2024-05-31,2,82507,13033720,NULL,2024-05-31
imported,2024-05-31,2,4629328,7691317,NULL,2024-05-31
imported,2024-05-31,2,4536951,7554914,NULL,2024-05-31
imported,2024-05-31,2,2487442,7686870,NULL,2024-05-31
imported,2024-05-31,2,5138636,6369435,NULL,2024-05-31
imported,2024-05-31,2,7690435,7690435,NULL,2024-05-31
imported,2024-05-31,2,5908931,7689845,NULL,2024-05-31
imported,2024-05-31,2,81555,7685421,NULL,2024-05-31
imported,2024-05-31,2,84648,6371329,NULL,2024-05-31
imported,2024-05-31,2,5537998,14161094,NULL,2024-05-31
imported,2024-05-31,2,83898,6368499,NULL,2024-05-31
imported,2024-05-31,2,4754119,7228496,NULL,2024-05-31
imported,2024-05-31,2,12362677,6373755,NULL,2024-05-31
imported,2024-05-31,2,5692018,6372197,NULL,2024-05-31
imported,2024-05-31,2,6120273,13190734,NULL,2024-05-31
imported,2024-05-31,2,5676141,7226687,NULL,2024-05-31
imported,2024-05-31,2,227810,12345796,NULL,2024-05-31
imported,2024-05-31,2,4747224,7227013,NULL,2024-05-31
imported,2024-05-31,2,5838989,7230131,NULL,2024-05-31
imported,2024-05-31,2,4450423,7234685,NULL,2024-05-31
imported,2024-05-31,2,5919945,6370664,NULL,2024-05-31
imported,2024-05-31,2,5757443,6373494,NULL,2024-05-31
imported,2024-05-31,2,6032413,7652656,NULL,2024-05-31
imported,2024-05-31,2,14192636,6373060,NULL,2024-05-31
imported,2024-05-31,2,82769,6368431,NULL,2024-05-31
imported,2024-05-31,2,5160812,7235379,NULL,2024-05-31
imported,2024-05-31,2,89618,7690885,NULL,2024-05-31
imported,2024-05-31,2,4709715,90449,NULL,2024-05-31
imported,2024-05-31,2,13134711,13134711,NULL,2024-05-31
imported,2024-05-31,2,4780895,7230564,NULL,2024-05-31
imported,2024-05-31,2,13160493,85608,NULL,2024-05-31
imported,2024-05-31,2,227617,82051,NULL,2024-05-31
imported,2024-05-31,2,86210,85792,NULL,2024-05-31
imported,2024-05-31,2,4794726,7227598,NULL,2024-05-31
